,Ticket #,Badge,Issue Date ,IssueTime,Plate,State,Make,Model,Violation, Description,Location,Meter, Fine ,Penalty,lat,lng
3970,4090020078,822.0,2020-01-10,0952,DER9472,MI,HOND,,A01,EXPIRED METER,1600 BLK OF WASHINGT,5443,15.0,0.0,42.281419,-83.748478
3971,4090020077,822.0,2020-01-10,0945,DJE4146,MI,CHEV,,A01,EXPIRED METER,1400 BLK OF WASHINGT,5465,25.0,0.0,42.281419,-83.748478
3972,4090020075,822.0,2020-01-10,0930,DXC1284,MI,AUDI,,A01,EXPIRED METER,1300 BLK OF ANN EAST,5437,15.0,0.0,42.282311,-83.732365
3973,4090020074,822.0,2020-01-10,0929,DA71699,MI,VOLK,,A01,EXPIRED METER,1300 BLK OF ANN EAST,5433,25.0,0.0,42.282311,-83.732365
3974,4090020073,822.0,2020-01-10,0928,HDN1106,PA,JEEP,,A01,EXPIRED METER,1300 BLK OF ANN EAST,5431,25.0,0.0,42.282311,-83.732365
3975,9050016682,268.0,2020-01-10,0938,6LZK72,MI,CHEV,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
3976,4090020109,822.0,2020-01-10,1113,DHH9825,MI,NISS,,A01,EXPIRED METER,700 BLK OF CHURCH,4767,25.0,0.0,42.27375,-83.73455
3977,9050016705,268.0,2020-01-10,1412,DZJ1506,MI,FORD,,M30,NO PERMITS U/M,NC16 LOT,,20.0,0.0,,
3978,9050016704,268.0,2020-01-10,1402,EBN8000,MI,TOYO,,M30,NO PERMITS U/M,NC42 LOT,,20.0,0.0,,
3979,9050016703,268.0,2020-01-10,1247,CVU361,MI,CHEV,,M27,HANDICAP,N26 LOT,,100.0,0.0,,
3980,9050016702,268.0,2020-01-10,1242,040X451,MI,FORD,,M30,NO PERMITS U/M,N26 LOT,,20.0,0.0,,
3981,9050016701,268.0,2020-01-10,1227,BKQ061,MI,TOYO,,M30,NO PERMITS U/M,NC78 LOT,,20.0,0.0,,
3982,9050016700,268.0,2020-01-10,1147,EAM6745,MI,BMW,,M15,15' FIRE HYDRAN,NC20,,20.0,0.0,,
3983,9050016699,268.0,2020-01-10,1126,7LTP67,MI,FORD,,M30,NO PERMITS U/M,NC95 LOT,,20.0,0.0,,
3984,9050016698,268.0,2020-01-10,1123,DWE8725,MI,GMC,,M30,NO PERMITS U/M,NC95 LOT,,20.0,0.0,,
3985,9050016697,268.0,2020-01-10,1122,DFJ5497,MI,CADI,,M30,NO PERMITS U/M,NC95 LOT,,20.0,0.0,,
3986,9050016696,268.0,2020-01-10,1120,EDV9191,MI,FORD,,M30,NO PERMITS U/M,NC95 LOT,,20.0,0.0,,
3987,9050016695,268.0,2020-01-10,1118,EDK0082,MI,FORD,,M30,NO PERMITS U/M,NC95 LOT,,20.0,0.0,,
3988,9050016694,268.0,2020-01-10,1103,DZN5036,MI,VOLK,,M30,NO PERMITS U/M,NC53 LOT,,20.0,0.0,,
3989,9050016693,268.0,2020-01-10,1102,DMZ9031,MI,CHEV,,M30,NO PERMITS U/M,NC53 LOT,,20.0,0.0,,
3990,9050016692,268.0,2020-01-10,1100,EBH1867,MI,TOYO,,M30,NO PERMITS U/M,NC53 LOT,,20.0,0.0,,
3991,9050016691,268.0,2020-01-10,1033,KSH5835,PA,SUBA,,M30,NO PERMITS U/M,NC27 LOT,,20.0,0.0,,
3992,9050016690,268.0,2020-01-10,1024,DGR8185,MI,FORD,,M30,NO PERMITS U/M,NC27 LOT,,20.0,0.0,,
3993,9050016689,268.0,2020-01-10,1005,ECH1324,MI,CHEV,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
3994,9050016688,268.0,2020-01-10,0952,DDN9158,MI,FORD,,M29,OTHER,NC51 LOT,,20.0,0.0,,
3995,9050016687,268.0,2020-01-10,0950,DUL0909,MI,FORD,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
3996,9050016686,268.0,2020-01-10,0949,DWE7183,MI,VOLK,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
3997,9050016685,268.0,2020-01-10,0943,DXK2483,MI,CHEV,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
3998,9050016684,268.0,2020-01-10,0941,DUA1881,MI,HYUN,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
3999,9050016683,268.0,2020-01-10,0940,DXN5623,MI,FORD,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
4000,4060010905,837.0,2020-01-10,1509,8MSX59,MI,JEEP,,A01,EXPIRED METER,800 BLK OF STATE SOU,4384,15.0,0.0,42.281419,-83.748478
4001,9050016681,268.0,2020-01-10,0936,1CM34,MI,CHEV,,M30,NO PERMITS U/M,NC51 LOT,,20.0,0.0,,
4002,9050016680,268.0,2020-01-10,0920,CNQ8224,MI,CHEV,,M34,ACROSS LINE,NC31 LOT,,20.0,0.0,,
4003,9050016679,268.0,2020-01-10,0917,CJL429,MI,MERC,,M34,ACROSS LINE,NC31 LOT,,20.0,0.0,,
4004,9050016678,268.0,2020-01-10,0641,,MI,YAMA,,M29,OTHER,701 EAST UNIVERSITY,,20.0,0.0,42.272922,-83.735731
4005,4050013695,828.0,2020-01-10,1512,DBK7977,MI,SUBA,,A04,NO PRKNG ANYTME,711 DIVISION SOUTH,,25.0,0.0,42.281419,-83.748478
4006,4050013696,828.0,2020-01-10,1514,DKB3567,MI,VOLK,,A04,NO PRKNG ANYTME,721 DIVISION SOUTH,,25.0,0.0,42.281419,-83.748478
4007,4050013697,828.0,2020-01-10,1554,DSA4687,MI,NISS,,A20,BLOCKING D'WAY,213 THAYER NORTH,,25.0,0.0,42.282615,-83.739715
4008,4050013698,828.0,2020-01-10,1557,8DV832,MA,MICO,,A20,BLOCKING D'WAY,711 ANN EAST,,35.0,0.0,42.282112,-83.740658
4009,4050013699,828.0,2020-01-10,1630,Y471K,MI,OTHE,,A04,NO PRKNG ANYTME,1016 MICHIGAN,,35.0,0.0,42.267846,-83.735753
4010,4090020167,822.0,2020-01-10,1527,DQG1346,MI,MERC,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4693,15.0,0.0,42.27854,-83.74019
4011,4050013701,828.0,2020-01-10,1719,CND6621,MI,HOND,,A29,OTHER,1211 BLK OF GARDNER,,0.0,0.0,42.262934,-83.733767
4012,4130020707,832.0,2020-01-10,1540,IKKA13,FL,TOYO,,A01,EXPIRED METER,300 BLK OF DETROIT S,1545,15.0,0.0,42.281419,-83.748478
4013,4130020708,832.0,2020-01-10,1541,BCV0055,MI,FORD,,A01,EXPIRED METER,300 BLK OF DETROIT S,1543,15.0,0.0,42.281419,-83.748478
4014,4130020709,832.0,2020-01-10,1608,DRP0385,MI,CHEV,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1462,15.0,0.0,42.282585,-83.747194
4015,4130020710,832.0,2020-01-10,1609,7KLB75,MI,HOND,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1460,15.0,0.0,42.282585,-83.747194
4016,4130020711,832.0,2020-01-10,1610,DQG6462,MI,FORD,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1454,15.0,0.0,42.282585,-83.747194
4017,4130020712,832.0,2020-01-10,1626,EDL6758,MI,TOYO,,A02,PRK OVR LGL LMT,300 BLK OF ASHLEY NO,,25.0,0.0,42.281419,-83.748478
4018,4060010864,837.0,2020-01-10,1215,AQP332,MI,FORD,,A29,OTHER,700 BLK OF TAPPAN,4614,25.0,0.0,42.281419,-83.748478
4019,9030015906,263.0,2020-01-10,0807,Z888639,IL,TOYO,,M01,EXPIRED METER,M86 LOT,220,10.0,0.0,,
4020,9030015907,263.0,2020-01-10,0810,7BV7112,MD,HYUN,,M01,EXPIRED METER,M86 LOT,227,10.0,0.0,,
4021,9030015908,263.0,2020-01-10,0811,DWD5646,MI,NISS,,M01,EXPIRED METER,M86 LOT,233,10.0,0.0,,
4022,9030015910,263.0,2020-01-10,0832,DZF3415,MI,TOYO,,M30,NO PERMITS U/M,M66 LOT,,20.0,0.0,,
4023,9030015911,263.0,2020-01-10,0835,DDC5324,MI,FORD,,M30,NO PERMITS U/M,M66 LOT,,20.0,0.0,,
4024,9030015912,263.0,2020-01-10,0838,DAZC52,FL,FORD,,M30,NO PERMITS U/M,M96 LOT,,20.0,0.0,,
4025,9030015913,263.0,2020-01-10,0859,DA20552,MI,CHEV,,M04,NO PARK ANYTIME,N7 LOT,,20.0,0.0,,
4026,9030015914,263.0,2020-01-10,0900,ECL3919,MI,HOND,,M29,OTHER,N7 LOT,,20.0,0.0,,
4027,9030015915,263.0,2020-01-10,0902,E300DN,UT,VOLV,,M29,OTHER,N7 LOT,,20.0,0.0,,
4028,9030015916,263.0,2020-01-10,0921,DC96189,MI,CHEV,,M30,NO PERMITS U/M,M88 LOT,,20.0,0.0,,
4029,9030015917,263.0,2020-01-10,0940,DB00298,MI,CHEV,,M30,NO PERMITS U/M,M98 LOT,,20.0,0.0,,
4030,9030015918,263.0,2020-01-10,0952,ECK9901,MI,GMC,,M01,EXPIRED METER,M69 LOT,189,6.0,0.0,,
4031,9030015919,263.0,2020-01-10,0954,DVM4330,MI,FORD,,M01,EXPIRED METER,M69 LOT,198,6.0,0.0,,
4032,9030015920,263.0,2020-01-10,1009,108D13,MI,FORD,,M30,NO PERMITS U/M,M29 LOT,,20.0,0.0,,
4033,9030015921,263.0,2020-01-10,1017,DAQ9668,MI,JEEP,,M30,NO PERMITS U/M,M29 LOT,,20.0,0.0,,
4034,9030015923,263.0,2020-01-10,1021,DRC7439,MI,NISS,,M30,NO PERMITS U/M,M29 LOT,,20.0,0.0,,
4035,9030015924,263.0,2020-01-10,1053,DBV2303,MI,CHEV,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
4036,9030015925,263.0,2020-01-10,1056,HFM3917,OH,HOND,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
4037,9030015926,263.0,2020-01-10,1102,DER8267,MI,TOYO,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
4038,9030015927,263.0,2020-01-10,1119,6HGS28,MI,CHEV,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
4039,9030015928,263.0,2020-01-10,1322,CF06613,MI,CHEV,,M29,OTHER,M28 LOT,,20.0,0.0,,
4040,9030015929,263.0,2020-01-10,1325,EBD3602,MI,JEEP,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
4041,9030015930,263.0,2020-01-10,1326,DVU8485,MI,FORD,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
4042,9030015931,263.0,2020-01-10,1329,DQF9304,MI,GMC,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
4043,9030015932,263.0,2020-01-10,1330,EBE9692,MI,FORD,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
4044,9030015933,263.0,2020-01-10,1336,DBH9206,MI,CHEV,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
4045,9030015934,263.0,2020-01-10,1346,CFW8000,MI,FORD,,M29,OTHER,M95 LOT,,20.0,0.0,,
4046,9030015935,263.0,2020-01-10,1350,DZN5373,MI,SUBA,,M29,OTHER,M95 LOT,,20.0,0.0,,
4047,9030015936,263.0,2020-01-10,1351,9MSH72,MI,TOYO,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
4048,9030015938,263.0,2020-01-10,1355,DZU9322,MI,FORD,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
4049,9030015939,263.0,2020-01-10,1400,CARG01,MI,DODG,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
4050,9030015940,263.0,2020-01-10,1402,DUC9710,MI,FORD,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
4051,4090020145,822.0,2020-01-10,1342,CKT9590,MI,SUBA,,A02,PRK OVR LGL LMT,1300 BLK OF ANN EAST,5423,25.0,0.0,42.282311,-83.732365
4052,4060010927,837.0,2020-01-10,1633,DNF9580,MI,JEEP,,A01,EXPIRED METER,500 BLK OF DIVISION,3465,25.0,0.0,42.281419,-83.748478
4053,4060010926,837.0,2020-01-10,1632,DDX9137,MI,MAZD,,A01,EXPIRED METER,500 BLK OF DIVISION,3469,15.0,0.0,42.281419,-83.748478
4054,4060010925,837.0,2020-01-10,1627,LVDESGN,MI,CHEV,,A01,EXPIRED METER,400 BLK OF THOMPSON,3506,15.0,0.0,42.277805,-83.743186
4055,4060010924,837.0,2020-01-10,1619,DTT0758,MI,VOLK,,A01,EXPIRED METER,400 BLK OF MAYNARD,3593,15.0,0.0,42.277641,-83.741974
4056,4060010923,837.0,2020-01-10,1618,3MHP37,MI,SUBA,,A01,EXPIRED METER,400 BLK OF MAYNARD,3585,15.0,0.0,42.277641,-83.741974
4057,4060010922,837.0,2020-01-10,1613,FK0925,DC,SUBA,,A01,EXPIRED METER,400 BLK OF STATE SOU,3717,25.0,0.0,42.281419,-83.748478
4058,4060010920,837.0,2020-01-10,1611,447TYW,IN,TOYO,,A01,EXPIRED METER,400 BLK OF STATE SOU,3735,25.0,0.0,42.281419,-83.748478
4059,9030015922,263.0,2020-01-10,1019,DBM4005,MI,CHEV,,M30,NO PERMITS U/M,M29 LOT,,20.0,0.0,,
4060,4060010919,837.0,2020-01-10,1610,MCM5683,TX,VOLK,,A01,EXPIRED METER,400 BLK OF STATE SOU,3737,15.0,0.0,42.281419,-83.748478
4061,4050013700,828.0,2020-01-10,1635,M653165,MD,TOYO,,A13,AHEAD SET/BACK,1108 UNIV EAST,,35.0,0.0,42.281419,-83.748478
4062,4060010918,837.0,2020-01-10,1609,DPE8929,MI,VOLK,,A01,EXPIRED METER,400 BLK OF STATE SOU,3741,15.0,0.0,42.281419,-83.748478
4063,4060010917,837.0,2020-01-10,1608,EAY2800,MI,CHEV,,A01,EXPIRED METER,400 BLK OF STATE SOU,3747,15.0,0.0,42.281419,-83.748478
4064,4060010916,837.0,2020-01-10,1605,DXS4526,MI,CHEV,,A01,EXPIRED METER,400 BLK OF STATE SOU,3714,25.0,0.0,42.281419,-83.748478
4065,4060010915,837.0,2020-01-10,1604,CBB107,MI,CHEV,,A01,EXPIRED METER,400 BLK OF STATE SOU,3702,15.0,0.0,42.281419,-83.748478
4066,4060010914,837.0,2020-01-10,1534,CY0CC,MI,MAZD,,A01,EXPIRED METER,600 BLK OF TAPPAN,4545,15.0,0.0,42.281419,-83.748478
4067,4060010913,837.0,2020-01-10,1531,AHB2973,WI,SUBA,,A01,EXPIRED METER,600 BLK OF TAPPAN,4574,15.0,0.0,42.281419,-83.748478
4068,4060010912,837.0,2020-01-10,1527,DQX9879,MI,FORD,,A01,EXPIRED METER,700 BLK OF TAPPAN,4609,25.0,0.0,42.281419,-83.748478
4069,4060010911,837.0,2020-01-10,1526,DNC4546,MI,HOND,,A01,EXPIRED METER,700 BLK OF TAPPAN,4599,15.0,0.0,42.281419,-83.748478
4070,4060010910,837.0,2020-01-10,1525,ACF143,MI,VOLV,,A01,EXPIRED METER,700 BLK OF TAPPAN,4595,15.0,0.0,42.281419,-83.748478
4071,4060010909,837.0,2020-01-10,1522,DHP3521,MI,NISS,,A01,EXPIRED METER,800 BLK OF MONROE,4888,15.0,0.0,42.273298,-83.739288
4072,4060010908,837.0,2020-01-10,1520,BZH172,MI,HOND,,A29,OTHER,700 BLK OF MONROE,4860,25.0,0.0,42.273288,-83.740663
4073,4060010907,837.0,2020-01-10,1517,GW18V,MI,CHRY,,A01,EXPIRED METER,700 BLK OF MONROE,4865,25.0,0.0,42.273288,-83.740663
4074,4060010906,837.0,2020-01-10,1514,DSH9189,MI,TOYO,,A01,EXPIRED METER,700 BLK OF OAKLAND,4982,25.0,0.0,42.273303,-83.739433
4075,4060010904,837.0,2020-01-10,1505,0MRU94,MI,CHEV,,A01,EXPIRED METER,700 BLK OF STATE SOU,4332,15.0,0.0,42.281419,-83.748478
4076,4060010903,837.0,2020-01-10,1501,DWM9072,MI,HYUN,,A01,EXPIRED METER,MONROE,4943,25.0,0.0,42.27334,-83.73927
4077,4060010902,837.0,2020-01-10,1458,DDR7239,NY,SCIO,,A02,PRK OVR LGL LMT,600 BLK OF STATE SOU,4320,25.0,0.0,42.281419,-83.748478
4078,4060010901,837.0,2020-01-10,1448,C6850928,MI,FORD,,A01,EXPIRED METER,500 BLK OF MADISON E,3305,15.0,0.0,42.274195,-83.743133
4079,4060010900,837.0,2020-01-10,1444,DKT1837,MI,FORD,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3953,25.0,0.0,42.276172,-83.743164
4080,4060010899,837.0,2020-01-10,1443,DVK6547,MI,JEEP,,A02,PRK OVR LGL LMT,509 BLK OF THOMPSON,3957,25.0,0.0,42.276051,-83.743158
4081,4060010898,837.0,2020-01-10,1441,552AYF,IN,VOLK,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3959,35.0,0.0,42.276172,-83.743164
4082,4060010897,837.0,2020-01-10,1441,AC0474,MI,FORD,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3961,25.0,0.0,42.276172,-83.743164
4083,4060010896,837.0,2020-01-10,1439,DB81636,MI,FORD,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3965,25.0,0.0,42.276172,-83.743164
4084,4060010895,837.0,2020-01-10,1438,CNQ1850,MI,PONT,,A01,EXPIRED METER,500 BLK OF THOMPSON,3969,15.0,0.0,42.276172,-83.743164
4085,4090020143,822.0,2020-01-10,1340,DXC1284,MI,AUDI,,A02,PRK OVR LGL LMT,1200 BLK OF ANN EAST,5412,35.0,0.0,42.282296,-83.733279
4086,4060010894,837.0,2020-01-10,1435,DZM0067,MI,FORD,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3973,25.0,0.0,42.276172,-83.743164
4087,4060010893,837.0,2020-01-10,1432,LBJ3979,PA,KIA,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3954,25.0,0.0,42.276172,-83.743164
4088,4060010892,837.0,2020-01-10,1431,DFC5134,MI,HOND,,A01,EXPIRED METER,500 BLK OF THOMPSON,3952,15.0,0.0,42.276172,-83.743164
4089,4060010891,837.0,2020-01-10,1429,DB12350,MI,FORD,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3942,25.0,0.0,42.276172,-83.743164
4090,4060010890,837.0,2020-01-10,1428,DB96486,MI,FORD,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3940,25.0,0.0,42.276172,-83.743164
4091,4060010921,837.0,2020-01-10,1612,CMK3962,MI,HOND,,A01,EXPIRED METER,400 BLK OF STATE SOU,3731,15.0,0.0,42.281419,-83.748478
4092,4060010888,837.0,2020-01-10,1331,8S52218,CA,CHEV,,A01,EXPIRED METER,500 BLK OF DIVISION,3479,15.0,0.0,42.281419,-83.748478
4093,4050013702,828.0,2020-01-10,1913,DLM7466,MI,SUBA,,A04,NO PRKNG ANYTME,1500 BLK OF GRANGER,,25.0,0.0,42.264472,-83.729728
4094,4050013703,828.0,2020-01-10,1929,1SD881,MA,TOYO,,A04,NO PRKNG ANYTME,1128 MICHIGAN,,25.0,0.0,42.266746,-83.734576
4095,4050013704,828.0,2020-01-10,2003,EDY6857,MI,TOYO,,A17,LEFT TO CURB,1009 FOUNTAIN,,40.0,0.0,42.29119,-83.754174
4096,4050013705,828.0,2020-01-10,2009,EAR8762,MI,SUBA,,A29,OTHER,602 SUMMIT WEST,,35.0,0.0,42.281419,-83.748478
4097,4050013706,828.0,2020-01-10,2028,CAR540,MI,LINC,,A29,OTHER,600 BLK OF FIFTH AVE,,35.0,0.0,42.281419,-83.748478
4098,4090020076,822.0,2020-01-10,0944,GTB1454,OH,SAAB,,A01,EXPIRED METER,1400 BLK OF WASHINGT,5469,25.0,0.0,42.281419,-83.748478
4099,9050016677,268.0,2020-01-10,0640,,MI,OTHE,,M29,OTHER,701 EAST UNIVERSITY,,20.0,0.0,42.272922,-83.735731
4100,9050016676,268.0,2020-01-10,0628,DHD1812,MI,FORD,,M30,NO PERMITS U/M,C5 LOT,,20.0,0.0,,
4101,9050016675,268.0,2020-01-10,0620,Z434C,MI,OTHE,,M29,OTHER,W1 LOT,,20.0,0.0,,
4102,4060010824,837.0,2020-01-10,0923,1MPS08,MI,FORD,,A27,HANDICAP,333 ANN EAST,,115.0,0.0,42.282228,-83.74455
4103,4060010825,837.0,2020-01-10,0925,CJW2440,MI,CHEV,,A31,IMPROPER PARK,333 ANN EAST,,25.0,0.0,42.282228,-83.74455
4104,4060010826,837.0,2020-01-10,0944,CKT8899,MI,MAZD,,A01,EXPIRED METER,500 BLK OF DIVISION,3486,25.0,0.0,42.281419,-83.748478
4105,4060010827,837.0,2020-01-10,0945,EBN7057,MI,BMW,,A01,EXPIRED METER,500 BLK OF DIVISION,3484,15.0,0.0,42.281419,-83.748478
4106,4060010828,837.0,2020-01-10,0947,BR40681,IL,JEEP,,A01,EXPIRED METER,500 BLK OF DIVISION,3478,15.0,0.0,42.281419,-83.748478
4107,4060010830,837.0,2020-01-10,0952,L0RILY,MI,JEEP,,A01,EXPIRED METER,400 BLK OF DIVISION,3451,15.0,0.0,42.281419,-83.748478
4108,4060010831,837.0,2020-01-10,0954,DTE5836,MI,LEXU,,A01,EXPIRED METER,400 BLK OF DIVISION,3435,15.0,0.0,42.281419,-83.748478
4109,4060010832,837.0,2020-01-10,0959,DZJ5497,MI,MERC,,A01,EXPIRED METER,400 BLK OF THOMPSON,3526,15.0,0.0,42.277805,-83.743186
4110,4060010833,837.0,2020-01-10,1003,5MAR19,MI,CHEV,,A01,EXPIRED METER,500 BLK OF THOMPSON,3952,15.0,0.0,42.276172,-83.743164
4111,4060010834,837.0,2020-01-10,1028,1MJS91,MI,DODG,,A01,EXPIRED METER,600 BLK OF MADISON E,3374,15.0,0.0,42.274184,-83.742063
4112,4060010835,837.0,2020-01-10,1032,DNN6194,MI,BMW,,A01,EXPIRED METER,600 BLK OF MADISON E,3380,25.0,0.0,42.274184,-83.742063
4113,4060010836,837.0,2020-01-10,1033,DPN6263,MI,FORD,,A01,EXPIRED METER,MADISON EAST,3382,15.0,0.0,42.30522,-83.77791
4114,4060010837,837.0,2020-01-10,1034,BSFJ644,ON,GMC,,A01,EXPIRED METER,600 BLK OF MADISON E,3384,15.0,0.0,42.274184,-83.742063
4115,4060010838,837.0,2020-01-10,1035,DVK6992,MI,JEEP,,A01,EXPIRED METER,MADISON EAST,3317,25.0,0.0,42.30522,-83.77791
4116,4060010839,837.0,2020-01-10,1057,LZP7580,TX,RARO,,A01,EXPIRED METER,600 BLK OF STATE SOU,4319,25.0,0.0,42.281419,-83.748478
4117,4060010840,837.0,2020-01-10,1107,DRC1250,MI,JEEP,,A01,EXPIRED METER,MONROE,4935,15.0,0.0,42.27334,-83.73927
4118,4060010841,837.0,2020-01-10,1108,DBM2809,MI,FORD,,A01,EXPIRED METER,600 BLK OF MONROE,4941,25.0,0.0,42.273273,-83.741783
4119,4060010842,837.0,2020-01-10,1113,BBS105,MI,TOYO,,A01,EXPIRED METER,700 BLK OF STATE SOU,4342,25.0,0.0,42.281419,-83.748478
4120,4060010843,837.0,2020-01-10,1115,CJJ7061,MI,CHRY,,A01,EXPIRED METER,700 BLK OF STATE SOU,4348,15.0,0.0,42.281419,-83.748478
4121,4060010845,837.0,2020-01-10,1119,8LBL34,MI,DODG,,A01,EXPIRED METER,800 BLK OF STATE SOU,4388,15.0,0.0,42.281419,-83.748478
4122,4060010847,837.0,2020-01-10,1126,CLS7792,MI,GMC,,A15,15' FIRE HYDRAN,511 BENJAMIN,,0.0,0.0,42.270906,-83.742489
4123,4060010848,837.0,2020-01-10,1127,CLS7792,MI,GMC,,A15,15' FIRE HYDRAN,511 BENJAMIN,,50.0,0.0,42.270906,-83.742489
4124,4060010849,837.0,2020-01-10,1135,B62RN,MI,CHEV,,A01,EXPIRED METER,1100 BLK OF STATE SO,4418,15.0,0.0,42.281419,-83.748478
4125,4060010850,837.0,2020-01-10,1136,DRC2601,MI,CHRY,,A01,EXPIRED METER,1100 BLK OF STATE SO,4422,15.0,0.0,42.281419,-83.748478
4126,4060010851,837.0,2020-01-10,1137,DSQ2635,MI,FORD,,A01,EXPIRED METER,1100 BLK OF STATE SO,4424,15.0,0.0,42.281419,-83.748478
4127,4060010852,837.0,2020-01-10,1138,DWC7280,MI,TOYO,,A01,EXPIRED METER,1100 BLK OF STATE SO,4434,15.0,0.0,42.281419,-83.748478
4128,4060010853,837.0,2020-01-10,1142,DWP3864,MI,HOND,,A01,EXPIRED METER,1100 BLK OF STATE SO,4440,15.0,0.0,42.281419,-83.748478
4129,4060010854,837.0,2020-01-10,1146,CHH9339,MI,TOYO,,A29,OTHER,719 MCKINLEY,,35.0,0.0,42.26762,-83.739717
4130,4060010889,837.0,2020-01-10,1426,DB98122,MI,CHEV,,A02,PRK OVR LGL LMT,500 BLK OF THOMPSON,3947,25.0,0.0,42.276172,-83.743164
4131,4060010856,837.0,2020-01-10,1152,DSC6032,MI,DODG,,A20,BLOCKING D'WAY,938 DEWEY,,25.0,0.0,42.265952,-83.736113
4132,4060010857,837.0,2020-01-10,1154,CPB0401,MI,BUIC,,A29,OTHER,938 DEWEY,,25.0,0.0,42.265952,-83.736113
4133,4060010844,837.0,2020-01-10,1118,DXK3673,MI,SUBA,,A01,EXPIRED METER,800 BLK OF STATE SOU,4376,15.0,0.0,42.281419,-83.748478
4134,4060010858,837.0,2020-01-10,1200,CXG393,MI,FORD,,A01,EXPIRED METER,700 BLK OF OAKLAND,4984,25.0,0.0,42.273303,-83.739433
4135,4060010855,837.0,2020-01-10,1150,DSC6032,MI,DODG,,A20,BLOCKING D'WAY,938 DEWEY,,0.0,0.0,42.265952,-83.736113
4136,4060010859,837.0,2020-01-10,1205,HYD3531,OH,CHEV,,A01,EXPIRED METER,800 BLK OF MONROE,4891,15.0,0.0,42.273298,-83.739288
4137,4060010829,837.0,2020-01-10,0948,CADS426,ON,HOND,,A01,EXPIRED METER,500 BLK OF DIVISION,3477,15.0,0.0,42.281419,-83.748478
4138,4060010866,837.0,2020-01-10,1217,BSM620,MI,FORD,,A01,EXPIRED METER,700 BLK OF TAPPAN,4610,25.0,0.0,42.281419,-83.748478
4139,4060010861,837.0,2020-01-10,1209,DSX3556,MI,DODG,,A27,HANDICAP,HANDICAPPED,9038,125.0,0.0,42.23445,-83.72891
4140,4060010862,837.0,2020-01-10,1211,ABY9798,WI,JEEP,,A01,EXPIRED METER,700 BLK OF TAPPAN,4596,25.0,0.0,42.281419,-83.748478
4141,4060010863,837.0,2020-01-10,1213,BPN437,MI,FORD,,A01,EXPIRED METER,700 BLK OF TAPPAN,4617,15.0,0.0,42.281419,-83.748478
4142,4060010865,837.0,2020-01-10,1217,DFB0547,MI,LINC,,A01,EXPIRED METER,700 BLK OF TAPPAN,4610,0.0,0.0,42.281419,-83.748478
4143,4060010867,837.0,2020-01-10,1219,DZD3880,MI,JEEP,,A01,EXPIRED METER,700 BLK OF TAPPAN,4591,25.0,0.0,42.281419,-83.748478
4144,4060010868,837.0,2020-01-10,1220,DXU8564,MI,JEEP,,A01,EXPIRED METER,600 BLK OF TAPPAN,4576,15.0,0.0,42.281419,-83.748478
4145,4060010869,837.0,2020-01-10,1224,WWN9716,VA,TOYO,,A01,EXPIRED METER,600 BLK OF TAPPAN,4552,25.0,0.0,42.281419,-83.748478
4146,4060010870,837.0,2020-01-10,1226,EEP9103,MI,LEXU,,A29,OTHER,600 BLK OF TAPPAN,4553,35.0,0.0,42.281419,-83.748478
4147,4060010871,837.0,2020-01-10,1236,B29SF,FL,JEEP,,A01,EXPIRED METER,400 BLK OF STATE SOU,3733,25.0,0.0,42.281419,-83.748478
