,Ticket #,Badge,Issue Date ,IssueTime,Plate,State,Make,Model,Violation, Description,Location,Meter, Fine ,Penalty,lat,lng
163,4090019473,822.0,2020-01-02,1029,HV13H,MI,JEEP,,A01,EXPIRED METER,300 BLK OF KINGSLEY,1772,15.0,0.0,42.281419,-83.748478
164,4090019474,822.0,2020-01-02,1030,EAK8873,MI,HOND,,A04,NO PRKNG ANYTME,300 BLK OF KINGSLEY,,35.0,0.0,42.281419,-83.748478
165,4090019476,822.0,2020-01-02,1036,ECS9300,MI,BUIC,,A01,EXPIRED METER,300 BLK OF DETROIT S,1565,15.0,0.0,42.281419,-83.748478
166,4090019477,822.0,2020-01-02,1039,EBT2905,MI,CHEV,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1453,15.0,0.0,42.282585,-83.747194
167,4090019478,822.0,2020-01-02,1040,AKQ261,MI,BUIC,,A01,EXPIRED METER,200 BLK OF ANN EAST,1670,15.0,0.0,42.282311,-83.747211
168,4090019479,822.0,2020-01-02,1042,CRF309,MI,TOYO,,A29,OTHER,100 BLK OF ANN EAST,,25.0,0.0,42.282345,-83.748449
169,4090019480,822.0,2020-01-02,1113,8MTQ42,MI,NISS,,A01,EXPIRED METER,400 BLK OF FOURTH AV,1523,15.0,0.0,42.277807,-83.754808
170,4090019481,822.0,2020-01-02,1116,DFG3240,MI,MAZD,,A01,EXPIRED METER,200 BLK OF KINGSLEY,1752,15.0,0.0,42.281419,-83.748478
171,4090019482,822.0,2020-01-02,1117,QQ4609,IN,CHEV,,A01,EXPIRED METER,200 BLK OF KINGSLEY,1760,15.0,0.0,42.281419,-83.748478
172,4090019483,822.0,2020-01-02,1118,ARF833,MI,TESL,,A01,EXPIRED METER,400 BLK OF FIFTH AVE,1640,15.0,0.0,42.277808,-83.756022
173,4090019484,822.0,2020-01-02,1123,DGA6135,MI,FORD,,A19,NO PERMIT CITY,COMMUNITY HIGH,,25.0,0.0,42.28395,-83.74433
174,4090019485,822.0,2020-01-02,1124,AMU452,MI,JEEP,,A19,NO PERMIT CITY,COMMUNITY HIGH,6177,25.0,0.0,42.28395,-83.74433
175,4090019486,822.0,2020-01-02,1127,DF66J,MI,FORD,,A19,NO PERMIT CITY,COMMUNITY HIGH,6146,25.0,0.0,42.28395,-83.74433
176,4090019487,822.0,2020-01-02,1130,7LLA66,MI,SUBA,,A01,EXPIRED METER,300 BLK OF DETROIT S,1539,25.0,0.0,42.281419,-83.748478
177,4090019488,822.0,2020-01-02,1131,5LWD1,MI,JEEP,,A01,EXPIRED METER,300 BLK OF DETROIT S,1531,15.0,0.0,42.281419,-83.748478
178,4090019489,822.0,2020-01-02,1155,DWW6187,MI,FORD,,A01,EXPIRED METER,LOT 6,6342,0.0,0.0,,
179,4090019490,822.0,2020-01-02,1158,JLP2962,NY,SUBA,,A01,EXPIRED METER,100 BLK OF ASHLEY NO,1336,25.0,35.0,42.281419,-83.748478
180,4090019491,822.0,2020-01-02,1159,ECK9644,MI,KIA,,A04,NO PRKNG ANYTME,100 BLK OF ASHLEY NO,,25.0,0.0,42.281419,-83.748478
181,4090019492,822.0,2020-01-02,1213,0LTP49,MI,FORD,,A29,OTHER,FARMER'S MARKET,13,35.0,0.0,42.284,-83.7462
182,4090019493,822.0,2020-01-02,1214,DUZ7165,MI,HOND,,A01,EXPIRED METER,FARMER'S MARKET,6,15.0,0.0,42.284,-83.7462
183,4090019494,822.0,2020-01-02,1216,CBA7688,MI,FORD,,A01,EXPIRED METER,FARMER'S MARKET,52,15.0,0.0,42.284,-83.7462
184,4090019495,822.0,2020-01-02,1218,ECJ1057,MI,BMW,,A24,BACKED IN STALL,FARMER'S MARKET,80,25.0,0.0,42.284,-83.7462
185,4090019496,822.0,2020-01-02,1220,DSH8996,MI,MAZD,,A01,EXPIRED METER,LOT 10,6610,25.0,0.0,,
186,4030029146,836.0,2020-01-02,0951,DSA7014,MI,CHEV,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2503,15.0,0.0,42.16609,-83.78144
187,4030029147,836.0,2020-01-02,0952,BCU9989,MI,FORD,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2511,15.0,0.0,42.16609,-83.78144
188,4030029148,836.0,2020-01-02,0954,CMV821,MI,BMW,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2537,15.0,0.0,42.16609,-83.78144
189,4030029149,836.0,2020-01-02,1004,DC08956,MI,FORD,,A01,EXPIRED METER,300 BLK OF MAIN ST S,2325,15.0,0.0,42.279505,-83.748584
190,4030029150,836.0,2020-01-02,1007,DUY6245,MI,CHEV,,A01,EXPIRED METER,200 BLK OF MAIN ST S,2312,15.0,0.0,42.280317,-83.748541
191,4030029151,836.0,2020-01-02,1009,CE56318,MI,FORD,,A01,EXPIRED METER,100 BLK OF LIBERTY E,2803,15.0,0.0,42.279573,-83.74858
192,4030029152,836.0,2020-01-02,1011,DFZ1431,MI,FORD,,A01,EXPIRED METER,100 BLK OF LIBERTY E,2809,15.0,0.0,42.279573,-83.74858
193,4030029153,836.0,2020-01-02,1012,DRP2019,MI,HOND,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2668,15.0,0.0,42.282585,-83.747194
194,4030029154,836.0,2020-01-02,1013,EEP4264,MI,FORD,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2666,25.0,0.0,42.282585,-83.747194
195,4030029155,836.0,2020-01-02,1015,ACF278,MI,KIA,,A31,IMPROPER PARK,200 BLK OF FOURTH AV,266567,35.0,0.0,42.282585,-83.747194
196,4030029156,836.0,2020-01-02,1016,EEY1161,MI,SATU,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2667,15.0,0.0,42.282585,-83.747194
197,4030029157,836.0,2020-01-02,1018,4LQT40,MI,TOYO,,A01,EXPIRED METER,200 BLK OF LIBERTY E,2829,15.0,0.0,42.279512,-83.746802
198,4030029158,836.0,2020-01-02,1019,BUGLEGF,MI,FORD,,A01,EXPIRED METER,200 BLK OF LIBERTY E,2828,25.0,0.0,42.279512,-83.746802
199,4030029159,836.0,2020-01-02,1033,DYL1779,MI,MERC,,A01,EXPIRED METER,300 BLK OF WILLIAM E,2934,15.0,0.0,42.277854,-83.746185
200,4030029160,836.0,2020-01-02,1039,DC48375,MI,FORD,,A01,EXPIRED METER,300 BLK OF WILLIAM E,2948,15.0,0.0,42.277854,-83.746185
201,4030029161,836.0,2020-01-02,1043,DZD6589,MI,NISS,,A01,EXPIRED METER,200 BLK OF DIVISION,3328,25.0,0.0,42.281419,-83.748478
202,4030029162,836.0,2020-01-02,1044,DDZ2710,MI,FORD,,A01,EXPIRED METER,200 BLK OF DIVISION,3324,15.0,0.0,42.281419,-83.748478
203,4030029163,836.0,2020-01-02,1045,6LUD65,MI,FORD,,A01,EXPIRED METER,100 BLK OF DIVISION,3306,15.0,0.0,42.281419,-83.748478
204,4030029164,836.0,2020-01-02,1049,6MPV80,MI,CHEV,,A01,EXPIRED METER,100 FIFTH AVE SOUTH,9030,15.0,0.0,42.281343,-83.746037
205,4030029165,836.0,2020-01-02,1051,7BCU181,CA,TOYO,,A29,OTHER,100 BLK OF FIFTH AVE,2860,35.0,0.0,42.281811,-83.746014
206,4030029166,836.0,2020-01-02,1053,DZB9831,MI,FORD,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2758,15.0,0.0,42.281419,-83.748478
207,4030029167,836.0,2020-01-02,1055,CVG996,MI,GMC,,A01,EXPIRED METER,100 BLK OF FOURTH AV,2641,15.0,0.0,42.281066,-83.747264
208,4030029168,836.0,2020-01-02,1058,EAM4189,MI,CHEV,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2730,15.0,0.0,42.281419,-83.748478
209,4030029170,836.0,2020-01-02,1100,DVG3741,MI,TOYO,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2607,25.0,35.0,42.281419,-83.748478
210,4030029171,836.0,2020-01-02,1102,AC0614,MI,CHEV,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2615,25.0,0.0,42.281419,-83.748478
211,4030029172,836.0,2020-01-02,1106,CYV837,MI,FORD,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2697,15.0,0.0,42.281419,-83.748478
212,4030029173,836.0,2020-01-02,1111,CC72588,MI,GMC,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2710,15.0,0.0,42.281419,-83.748478
213,4030029174,836.0,2020-01-02,1111,DXA6712,MI,CHEV,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2712,15.0,0.0,42.281419,-83.748478
214,4030029175,836.0,2020-01-02,1112,DXR8444,MI,GMC,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2714,15.0,0.0,42.281419,-83.748478
215,4030029176,836.0,2020-01-02,1116,AJF626,MI,HOND,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2722,15.0,0.0,42.281419,-83.748478
216,4130020413,832.0,2020-01-02,0951,DC09159,MI,CHEV,,A01,EXPIRED METER,400 BLK OF MAYNARD,3601,25.0,35.0,42.277641,-83.741974
217,4030029178,836.0,2020-01-02,1127,DXZ5871,MI,JEEP,,A01,EXPIRED METER,200 BLK OF ASHLEY SO,2376,25.0,35.0,42.281419,-83.748478
218,4030029179,836.0,2020-01-02,1127,DML7515,MI,FORD,,A01,EXPIRED METER,200 BLK OF ASHLEY SO,2373,15.0,0.0,42.281419,-83.748478
219,4030029180,836.0,2020-01-02,1130,DFX8918,MI,CHRY,,A01,EXPIRED METER,100 BLK OF LIBERTY W,2586,25.0,35.0,42.279573,-83.74858
220,4030029181,836.0,2020-01-02,1131,BQF288,MI,TOYO,,A01,EXPIRED METER,100 BLK OF LIBERTY W,2585,15.0,0.0,42.279573,-83.74858
221,4030029182,836.0,2020-01-02,1135,EEN9953,MI,GMC,,A01,EXPIRED METER,300 BLK OF ASHLEY SO,2397,15.0,0.0,42.281419,-83.748478
222,4030029183,836.0,2020-01-02,1139,CE98765,MI,GMC,,A01,EXPIRED METER,LOT 3,6025,15.0,0.0,,
223,4030029184,836.0,2020-01-02,1155,CND6766,MI,HOND,,A04,NO PRKNG ANYTME,507 FIRST ST SOUTH,,25.0,0.0,42.27589,-83.751058
224,4030029185,836.0,2020-01-02,1208,EBN6918,MI,VOLK,,A19,NO PERMIT CITY,LOT 15,,25.0,0.0,,
225,4030029186,836.0,2020-01-02,1337,DA17701,MI,FORD,,A01,EXPIRED METER,400 BLK OF MAIN ST S,2351,25.0,0.0,42.277951,-83.748673
226,4030029187,836.0,2020-01-02,1339,DZB4833,MI,DODG,,A08,LOADING ZONE,400 BLK OF MAIN ST S,,45.0,0.0,42.277951,-83.748673
227,4030029188,836.0,2020-01-02,1342,CRK863,MI,TOYO,,A01,EXPIRED METER,LOT 3,6020,25.0,0.0,,
228,4030029189,836.0,2020-01-02,1342,B56GN,MI,CHEV,,A01,EXPIRED METER,LOT 3,6021,25.0,0.0,,
229,4030029190,836.0,2020-01-02,1347,DVC8410,MI,ACUR,,A01,EXPIRED METER,300 BLK OF MAIN ST S,2338,15.0,0.0,42.279505,-83.748584
230,4030029191,836.0,2020-01-02,1348,GKW4690,OH,LINC,,A01,EXPIRED METER,300 BLK OF MAIN ST S,2339,15.0,0.0,42.279505,-83.748584
231,4030029192,836.0,2020-01-02,1349,DYS9989,MI,CHEV,,A01,EXPIRED METER,300 BLK OF MAIN ST S,2333,25.0,35.0,42.279505,-83.748584
232,4030029193,836.0,2020-01-02,1351,EAA4046,MI,CHEV,,A01,EXPIRED METER,300 BLK OF MAIN ST S,2324,25.0,35.0,42.279505,-83.748584
233,4030029194,836.0,2020-01-02,1352,DYL8820,MI,CHEV,,A29,OTHER,300 BLK OF MAIN ST S,2326,25.0,0.0,42.279505,-83.748584
234,4030029195,836.0,2020-01-02,1355,DA67021,MI,TOYO,,A01,EXPIRED METER,200 BLK OF MAIN ST S,9023,25.0,0.0,42.280317,-83.748541
235,4030029196,836.0,2020-01-02,1358,CHU9642,MI,CHEV,,A01,EXPIRED METER,100 BLK OF LIBERTY E,2813,15.0,0.0,42.279573,-83.74858
236,4030029197,836.0,2020-01-02,1400,DYU1266,MI,FORD,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2664,15.0,0.0,42.282585,-83.747194
237,4030029198,836.0,2020-01-02,1401,CJF813,MI,MEBE,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2669,25.0,0.0,42.282585,-83.747194
238,4030029199,836.0,2020-01-02,1407,ECB7792,MI,FORD,,A08,LOADING ZONE,300 BLK OF LIBERTY E,,35.0,0.0,42.279484,-83.746003
239,4030029200,836.0,2020-01-02,1408,EEA7694,MI,CHEV,,A01,EXPIRED METER,300 BLK OF LIBERTY E,2843,15.0,0.0,42.279484,-83.746003
240,4030029201,836.0,2020-01-02,1412,EBX7868,MI,LINC,,A08,LOADING ZONE,330 LIBERTY EAST,,35.0,0.0,42.279447,-83.744776
241,4030029202,836.0,2020-01-02,1417,DAC3002,MI,SUBA,,A01,EXPIRED METER,LIBRARY LANE,2883,15.0,0.0,42.27875,-83.74556
242,4030029203,836.0,2020-01-02,1418,J615310,OH,VOLK,,A01,EXPIRED METER,LIBRARY LANE,2882,15.0,0.0,42.27875,-83.74556
243,4030029204,836.0,2020-01-02,1423,DBX3142,MI,MAZD,,A01,EXPIRED METER,300 BLK OF WILLIAM E,2934,15.0,0.0,42.277854,-83.746185
244,4030029205,836.0,2020-01-02,1426,DWP4202,MI,TOYO,,A01,EXPIRED METER,300 BLK OF DIVISION,3366,25.0,0.0,42.281419,-83.748478
245,4030029206,836.0,2020-01-02,1428,EEQ3297,MI,CHEV,,A01,EXPIRED METER,300 BLK OF DIVISION,3346,15.0,0.0,42.281419,-83.748478
246,4030029207,836.0,2020-01-02,1429,DDF6940,MI,TOYO,,A01,EXPIRED METER,300 BLK OF DIVISION,3340,0.0,0.0,42.281419,-83.748478
247,4030029208,836.0,2020-01-02,1437,7BCU181,CA,TOYO,,A01,EXPIRED METER,100 BLK OF FIFTH AVE,2860,25.0,0.0,42.281811,-83.746014
248,4030029209,836.0,2020-01-02,1442,3LYT02,MI,HOND,,A01,EXPIRED METER,200 BLK OF FIFTH AVE,2870,15.0,0.0,42.281419,-83.748478
249,4030029210,836.0,2020-01-02,1447,1177BH,IL,HOND,,A01,EXPIRED METER,100 BLK OF FOURTH AV,2646,15.0,0.0,42.281066,-83.747264
250,4030029211,836.0,2020-01-02,1454,HSY1063,OH,JEEP,,A01,EXPIRED METER,100 BLK OF ASHLEY SO,2358,25.0,35.0,42.281419,-83.748478
251,4030029212,836.0,2020-01-02,1455,CLS5815,MI,SUBA,,A01,EXPIRED METER,100 BLK OF ASHLEY SO,2356,15.0,0.0,42.281419,-83.748478
252,4030029213,836.0,2020-01-02,1457,5DT1661,MD,KIA,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2693,15.0,0.0,42.281419,-83.748478
253,4030029214,836.0,2020-01-02,1458,DLT1647,MI,FORD,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2701,25.0,0.0,42.281419,-83.748478
254,4030029215,836.0,2020-01-02,1500,DXK5183,MI,CHEV,,A01,EXPIRED METER,100 BLK OF FIRST ST,2476,15.0,0.0,42.281419,-83.748478
255,4030029216,836.0,2020-01-02,1501,CGH4424,MI,HYUN,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2711,25.0,0.0,42.281419,-83.748478
256,4030029217,836.0,2020-01-02,1503,DYM7121,MI,HOND,,A01,EXPIRED METER,200 BLK OF FIRST ST,2496,15.0,0.0,42.280186,-83.751039
257,4030029218,836.0,2020-01-02,1506,F00D,MI,TOYO,,A01,EXPIRED METER,200 BLK OF ASHLEY SO,2378,25.0,0.0,42.281419,-83.748478
258,4030029219,836.0,2020-01-02,1507,DXZ5871,MI,JEEP,,A29,OTHER,200 BLK OF ASHLEY SO,2376,35.0,20.0,42.281419,-83.748478
259,4030029220,836.0,2020-01-02,1516,CPM3486,MI,FORD,,A28,12 INCHES CURB,300 BLK OF ASHLEY SO,2403,35.0,0.0,42.281419,-83.748478
260,4030029221,836.0,2020-01-02,1517,CRF333,MI,SUBA,,A01,EXPIRED METER,300 BLK OF ASHLEY SO,2404,25.0,35.0,42.281419,-83.748478
261,4030029222,836.0,2020-01-02,1518,DUK9597,MI,TOYO,,A01,EXPIRED METER,300 BLK OF ASHLEY SO,2410,15.0,0.0,42.281419,-83.748478
262,4030029223,836.0,2020-01-02,1549,EEN2485,MI,CHRY,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2969,25.0,0.0,42.281419,-83.748478
263,4030029224,836.0,2020-01-02,1554,DC29282,MI,GMC,,A45,OVER LEGAL TIME LIMIT,300 BLK OF LIBERTY W,,35.0,0.0,42.279493,-83.751124
264,4030029225,836.0,2020-01-02,1555,5LWK05,MI,HOND,,A04,NO PRKNG ANYTME,300 BLK OF LIBERTY W,,25.0,0.0,42.279493,-83.751124
265,4030029226,836.0,2020-01-02,1603,F0RG1VE,MI,HOND,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2796,25.0,35.0,42.281419,-83.748478
266,4030029227,836.0,2020-01-02,1604,DQD9981,MI,JEEP,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2794,25.0,35.0,42.281419,-83.748478
267,4030029228,836.0,2020-01-02,1605,FCL5978,NY,SUBA,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2725,15.0,0.0,42.281419,-83.748478
268,4030029229,836.0,2020-01-02,1612,CGQ7711,MI,VOLK,,A01,EXPIRED METER,300 BLK OF WILLIAM W,2461,15.0,0.0,42.278015,-83.751098
269,4030029230,836.0,2020-01-02,1615,EDQ0014,MI,LEXU,,A01,EXPIRED METER,300 BLK OF FIRST ST,2436,15.0,0.0,42.281419,-83.748478
270,4030029231,836.0,2020-01-02,1619,EFB1884,MI,FORD,,A19,NO PERMIT CITY,LOT 15,,35.0,0.0,,
271,4030029232,836.0,2020-01-02,1620,DNE2470,MI,SUBA,,A19,NO PERMIT CITY,LOT 15,,35.0,0.0,,
272,4030029233,836.0,2020-01-02,1621,EBQ1691,MI,HOND,,A19,NO PERMIT CITY,LOT 15,,25.0,0.0,,
273,4030029234,836.0,2020-01-02,1630,DZW9839,MI,BUIC,,A45,OVER LEGAL TIME LIMIT,400 WASHINGTON WEST,,25.0,0.0,42.280631,-83.753043
274,4120022816,837.0,2020-01-02,1329,ECV2538,MI,FORD,,A45,OVER LEGAL TIME LIMIT,400 BLK OF ASHLEY SO,,35.0,0.0,42.281419,-83.748478
275,4070021902,828.0,2020-01-02,0939,U0FM98,MI,ACUR,,A01,EXPIRED METER,1300 BLK OF ANN EAST,5428,15.0,0.0,42.282311,-83.732365
276,4120022839,837.0,2020-01-02,1606,3KWJ92,MI,PONT,,A45,OVER LEGAL TIME LIMIT,200 BLK OF MADISON E,,25.0,0.0,42.274106,-83.747667
277,4070021922,828.0,2020-01-02,1249,DAR2984,MI,AUDI,,A01,EXPIRED METER,700 BLK OF FOREST SO,4822,15.0,0.0,42.321437,-83.769339
278,4130020414,832.0,2020-01-02,1005,BC21490,MI,CHEV,,A01,EXPIRED METER,MADISON EAST,3309,25.0,0.0,42.30522,-83.77791
279,9020016551,262.0,2020-01-02,0851,CEY0270,MI,HOND,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
280,9020016550,262.0,2020-01-02,0850,DLM0541,MI,CHEV,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
281,9020016549,262.0,2020-01-02,0848,DYB5685,MI,LINC,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
282,9020016548,262.0,2020-01-02,0847,4MFW42,MI,CHEV,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
283,9020016547,262.0,2020-01-02,0846,DNS9501,MI,FORD,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
284,9020016546,262.0,2020-01-02,0845,DKK0157,MI,FORD,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
285,9020016545,262.0,2020-01-02,0844,DUX1286,MI,CHRY,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
286,9020016544,262.0,2020-01-02,0842,9LUG3,MI,FORD,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
287,9020016543,262.0,2020-01-02,0841,DTR3927,MI,TOYO,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
288,9020016542,262.0,2020-01-02,0840,CNK5596,MI,TOYO,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
289,9020016541,262.0,2020-01-02,0839,DNU3109,MI,NISS,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
290,9020016540,262.0,2020-01-02,0838,DSR5140,MI,HOND,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
291,9020016539,262.0,2020-01-02,0837,CEB2015,MI,FORD,,M29,OTHER,M71 LOT,,20.0,5.0,,
292,9020016538,262.0,2020-01-02,0836,BVJ664,MI,CHRY,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
293,9020016537,262.0,2020-01-02,0815,CMW9076,MI,FORD,,M30,NO PERMITS U/M,M28 LOT,,20.0,5.0,,
294,9020016536,262.0,2020-01-02,0814,DUC1425,MI,JEEP,,M30,NO PERMITS U/M,M28 LOT,,20.0,5.0,,
295,9020016535,262.0,2020-01-02,0813,EDY3877,MI,SUBA,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
296,9020016534,262.0,2020-01-02,0812,DSN2819,MI,CHEV,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
297,9020016533,262.0,2020-01-02,0811,6MDG89,MI,JEEP,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
298,9020016532,262.0,2020-01-02,0809,2LZL55,MI,SUBA,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
299,9020016531,262.0,2020-01-02,0808,DNC4773,MI,HOND,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
300,9020016530,262.0,2020-01-02,0807,7MBA00,MI,GMC,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
301,9020016529,262.0,2020-01-02,0805,DDN2993,MI,MAZD,,M30,NO PERMITS U/M,M28 LOT,,20.0,5.0,,
302,4130020434,832.0,2020-01-02,1325,DC50059,MI,FORD,,A01,EXPIRED METER,500 BLK OF DIVISION,3471,15.0,0.0,42.281419,-83.748478
303,4130020435,832.0,2020-01-02,1326,CUNEVE,MI,TOYO,,A01,EXPIRED METER,500 BLK OF DIVISION,3463,25.0,35.0,42.281419,-83.748478
304,4130020432,832.0,2020-01-02,1309,4918J2,MI,GMC,,A01,EXPIRED METER,400 BLK OF MADISON E,3985,15.0,0.0,42.274189,-83.744159
305,4130020431,832.0,2020-01-02,1259,EDY5888,MI,DODG,,A02,PRK OVR LGL LMT,500 BLK OF JEFFERSON,3931,25.0,0.0,42.275581,-83.759037
306,4130020430,832.0,2020-01-02,1256,AJE299,MI,HOND,,A02,PRK OVR LGL LMT,400 BLK OF JEFFERSON,3579,25.0,0.0,42.275581,-83.759037
307,4130020429,832.0,2020-01-02,1200,DJD6327,MI,DODG,,A01,EXPIRED METER,400 BLK OF MAYNARD,3580,15.0,0.0,42.277641,-83.741974
308,4130020428,832.0,2020-01-02,1159,DLE8062,MI,ACUR,,A01,EXPIRED METER,400 BLK OF MAYNARD,3591,15.0,0.0,42.277641,-83.741974
309,4130020427,832.0,2020-01-02,1157,DNJ3947,MI,CHEV,,A01,EXPIRED METER,400 BLK OF MAYNARD,3612,25.0,0.0,42.277641,-83.741974
310,4130020426,832.0,2020-01-02,1131,JD86L,MI,JEEP,,A01,EXPIRED METER,400 BLK OF STATE SOU,3724,15.0,0.0,42.281419,-83.748478
311,4130020425,832.0,2020-01-02,1128,CCJ7774,MI,JEEP,,A01,EXPIRED METER,400 BLK OF STATE SOU,3701,15.0,0.0,42.281419,-83.748478
312,4130020424,832.0,2020-01-02,1126,DB75781,MI,FORD,,A01,EXPIRED METER,400 BLK OF STATE SOU,3735,15.0,0.0,42.281419,-83.748478
313,4130020423,832.0,2020-01-02,1124,1MRE18,MI,CHEV,,A01,EXPIRED METER,400 BLK OF STATE SOU,3747,15.0,0.0,42.281419,-83.748478
314,4130020422,832.0,2020-01-02,1117,DWQ7336,MI,DODG,,A01,EXPIRED METER,700 BLK OF TAPPAN,4592,25.0,0.0,42.281419,-83.748478
315,4130020421,832.0,2020-01-02,1113,DPG1071,MI,CHEV,,A01,EXPIRED METER,600 BLK OF TAPPAN,4541,25.0,0.0,42.281419,-83.748478
316,4130020420,832.0,2020-01-02,1022,BA34294,MI,FORD,,A01,EXPIRED METER,400 BLK OF DIVISION,3426,15.0,0.0,42.281419,-83.748478
317,4130020419,832.0,2020-01-02,1012,GPZ8812,OH,HYUN,,A01,EXPIRED METER,500 BLK OF THOMPSON,3958,15.0,0.0,42.276172,-83.743164
318,4130020418,832.0,2020-01-02,1011,5AB1NA,MI,TOYO,,A01,EXPIRED METER,500 BLK OF THOMPSON,3956,25.0,0.0,42.276172,-83.743164
319,4130020417,832.0,2020-01-02,1010,9LQT52,MI,TOYO,,A01,EXPIRED METER,500 BLK OF THOMPSON,3944,25.0,0.0,42.276172,-83.743164
320,4130020415,832.0,2020-01-02,1008,HNX3432,OH,VOLK,,A01,EXPIRED METER,500 BLK OF THOMPSON,3947,25.0,0.0,42.276172,-83.743164
321,9020016552,262.0,2020-01-02,0853,CKZ3990,MI,HOND,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
322,9020016553,262.0,2020-01-02,0854,DCU7605,MI,DODG,,M30,NO PERMITS U/M,M71 LOT,,20.0,5.0,,
323,9020016554,262.0,2020-01-02,0855,DQU2288,MI,JEEP,,M30,NO PERMITS U/M,M71 LOT,,20.0,0.0,,
324,9020016528,262.0,2020-01-02,0803,CGR0579,MI,JEEP,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
325,9020016527,262.0,2020-01-02,0802,DXR9971,MI,NISS,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
326,9020016526,262.0,2020-01-02,0801,5MNB39,MI,SATU,,M30,NO PERMITS U/M,M28 LOT,,20.0,5.0,,
327,9020016525,262.0,2020-01-02,0801,EAJ7357,MI,FORD,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
328,9020016524,262.0,2020-01-02,0759,DFB3208,MI,CHEV,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
329,4140024564,826.0,2020-01-02,1720,EBW4555,MI,PONT,,A01,EXPIRED METER,FOURTH AND CATHERINE,6716,15.0,0.0,39.390897,-99.066067
330,4130020433,832.0,2020-01-02,1311,EDQ0144,MI,HOND,,A01,EXPIRED METER,500 BLK OF THOMPSON,3971,15.0,0.0,42.276172,-83.743164
331,4140024562,826.0,2020-01-02,1634,UNT1824,VA,CHEV,,A45,OVER LEGAL TIME LIMIT,334 KINGSLEY EAST,,35.0,0.0,42.284763,-83.744299
332,4140024561,826.0,2020-01-02,1624,P253519,IL,MICO,,A45,OVER LEGAL TIME LIMIT,612 LAWRENCE,,35.0,20.0,42.283807,-83.741375
333,4140024560,826.0,2020-01-02,1615,ECA7617,MI,FORD,,A45,OVER LEGAL TIME LIMIT,201 THAYER NORTH,,25.0,0.0,42.282295,-83.739708
334,4140024559,826.0,2020-01-02,1611,BAV855,MI,JEEP,,A45,OVER LEGAL TIME LIMIT,700 BLK OF ANN EAST,,35.0,20.0,42.282108,-83.740918
335,4140024558,826.0,2020-01-02,1600,DJC2525,MI,HOND,,A45,OVER LEGAL TIME LIMIT,101 INGALLS NORTH,,25.0,0.0,42.281474,-83.738454
